Recommendation Details for test set using full profile and 100 features				
userId	movieId	popularity	avgRating	title
42273	[151989]	[1]	[ 5.]	['The Thorn (1971)']
42273	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
42273	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
42273	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
42273	[122535]	[1]	[ 5.]	['White Tiger (1996)']
42273	[169818]	[1]	[ 5.]	['FB: Fighting Beat (2007)']
42273	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
42273	[160030]	[1]	[ 5.]	['Goliath and the Sins of Babylon (1963)']
42273	[159123]	[1]	[ 5.]	['Catching Out (2003)']
42273	[145620]	[1]	[ 5.]	['Samson and the Seven Miracles of the World (1961)']
42273	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
42273	[160028]	[1]	[ 5.]	['Colossus of the Arena (1962)']
42273	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
42273	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
42273	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
42273	[133013]	[1]	[ 5.]	['Temple of the White Elephant (1964)']
42273	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
42273	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
42273	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
42273	[159135]	[1]	[ 5.]	['The Viking (1931)']
42577	[151989]	[1]	[ 5.]	['The Thorn (1971)']
42577	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
42577	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
42577	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
42577	[122535]	[1]	[ 5.]	['White Tiger (1996)']
42577	[169818]	[1]	[ 5.]	['FB: Fighting Beat (2007)']
42577	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
42577	[160030]	[1]	[ 5.]	['Goliath and the Sins of Babylon (1963)']
42577	[159123]	[1]	[ 5.]	['Catching Out (2003)']
42577	[145620]	[1]	[ 5.]	['Samson and the Seven Miracles of the World (1961)']
42577	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
42577	[160028]	[1]	[ 5.]	['Colossus of the Arena (1962)']
42577	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
42577	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
42577	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
42577	[133013]	[1]	[ 5.]	['Temple of the White Elephant (1964)']
42577	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
42577	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
42577	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
42577	[159135]	[1]	[ 5.]	['The Viking (1931)']
42779	[182657]	[1]	[ 5.]	['Pale (2016)']
42779	[151989]	[1]	[ 5.]	['The Thorn (1971)']
42779	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
42779	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
42779	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
42779	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
42779	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
42779	[171821]	[1]	[ 5.]	['3-D Sex and Zen: Extreme Ecstasy (2011)']
42779	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
42779	[159123]	[1]	[ 5.]	['Catching Out (2003)']
42779	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
42779	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
42779	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
42779	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
42779	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
42779	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
42779	[138172]	[1]	[ 5.]	['Baseline (2010)']
42779	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
42779	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
42779	[159135]	[1]	[ 5.]	['The Viking (1931)']
43130	[182657]	[1]	[ 5.]	['Pale (2016)']
43130	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
43130	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
43130	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
43130	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
43130	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43130	[138172]	[1]	[ 5.]	['Baseline (2010)']
43130	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
43130	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43130	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43130	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43130	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
43130	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
43130	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
43130	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
43130	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
43130	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43130	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43130	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
43130	[159135]	[1]	[ 5.]	['The Viking (1931)']
43256	[182657]	[1]	[ 5.]	['Pale (2016)']
43256	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
43256	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
43256	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
43256	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43256	[138172]	[1]	[ 5.]	['Baseline (2010)']
43256	[]	[]	[]	[]
43256	[]	[]	[]	[]
43256	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43256	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43256	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43256	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
43256	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
43256	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
43256	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
43256	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
43256	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43256	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43256	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
43256	[159135]	[1]	[ 5.]	['The Viking (1931)']
43450	[109762]	[1]	[ 5.]	['Black Widow (Dark Beauty) (2008)']
43450	[180839]	[1]	[ 5.]	['Operation Rogue (2014)']
43450	[159048]	[1]	[ 5.]	['One Way Out (2002)']
43450	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43450	[159050]	[1]	[ 5.]	"[""The Pilot's Wife (2005)""]"
43450	[124903]	[1]	[ 5.]	['Styx (2001)']
43450	[137964]	[1]	[ 5.]	['Casualties (1997)']
43450	[122701]	[1]	[ 5.]	['Love, Cheat & Steal (1993)']
43450	[140014]	[1]	[ 5.]	"[""Brother's Keeper (2013)""]"
43450	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43450	[116243]	[1]	[ 5.]	['Convicted (1931)']
43450	[171221]	[2]	[ 4.25]	['Isolation (2015)']
43450	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43450	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43450	[159053]	[1]	[ 5.]	['In Her Line of Fire (2006)']
43450	[142903]	[1]	[ 5.]	['Ricochet (2011)']
43450	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43450	[132124]	[1]	[ 5.]	['Say Nothing (2001)']
43450	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43450	[159135]	[1]	[ 5.]	['The Viking (1931)']
43606	[182657]	[1]	[ 5.]	['Pale (2016)']
43606	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
43606	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
43606	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
43606	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
43606	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43606	[138172]	[1]	[ 5.]	['Baseline (2010)']
43606	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
43606	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43606	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43606	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43606	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
43606	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
43606	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
43606	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
43606	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
43606	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43606	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43606	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
43606	[159135]	[1]	[ 5.]	['The Viking (1931)']
43831	[182657]	[1]	[ 5.]	['Pale (2016)']
43831	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43831	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
43831	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
43831	[124601]	[2]	[ 3.75]	"[""I'm Losing You (1998)""]"
43831	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43831	[107434]	[1]	[ 5.]	['Diplomatic Immunity (2009\xe2\x80\x93 )']
43831	[]	[]	[]	[]
43831	[171821]	[1]	[ 5.]	['3-D Sex and Zen: Extreme Ecstasy (2011)']
43831	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43831	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43831	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43831	[155529]	[1]	[ 5.]	['Make Your Own Damn Movie (2005)']
43831	[135055]	[1]	[ 5.]	['The End of a Mystery (2003)']
43831	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
43831	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
43831	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
43831	[138172]	[1]	[ 5.]	['Baseline (2010)']
43831	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43831	[159135]	[1]	[ 5.]	['The Viking (1931)']
43853	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
43853	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
43853	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43853	[122535]	[1]	[ 5.]	['White Tiger (1996)']
43853	[169818]	[1]	[ 5.]	['FB: Fighting Beat (2007)']
43853	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43853	[160030]	[1]	[ 5.]	['Goliath and the Sins of Babylon (1963)']
43853	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43853	[145620]	[1]	[ 5.]	['Samson and the Seven Miracles of the World (1961)']
43853	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43853	[160028]	[1]	[ 5.]	['Colossus of the Arena (1962)']
43853	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
43853	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
43853	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
43853	[133013]	[1]	[ 5.]	['Temple of the White Elephant (1964)']
43853	[138172]	[1]	[ 5.]	['Baseline (2010)']
43853	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43853	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43853	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
43853	[159135]	[1]	[ 5.]	['The Viking (1931)']
43966	[135232]	[1]	[ 5.]	['Jailbait Babysitter (1977)']
43966	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43966	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
43966	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43966	[]	[]	[]	[]
43966	[]	[]	[]	[]
43966	[171821]	[1]	[ 5.]	['3-D Sex and Zen: Extreme Ecstasy (2011)']
43966	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43966	[155529]	[1]	[ 5.]	['Make Your Own Damn Movie (2005)']
43966	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43966	[148084]	[1]	[ 5.]	['Emmanuelle in Soho (1981)']
43966	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43966	[124601]	[2]	[ 3.75]	"[""I'm Losing You (1998)""]"
43966	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
43966	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
43966	[171807]	[1]	[ 5.]	['Caedes (2015)']
43966	[138172]	[1]	[ 5.]	['Baseline (2010)']
43966	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43966	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
43966	[159135]	[1]	[ 5.]	['The Viking (1931)']
44038	[151989]	[1]	[ 5.]	['The Thorn (1971)']
44038	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
44038	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
44038	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
44038	[138172]	[1]	[ 5.]	['Baseline (2010)']
44038	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
44038	[]	[]	[]	[]
44038	[122535]	[1]	[ 5.]	['White Tiger (1996)']
44038	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
44038	[159123]	[1]	[ 5.]	['Catching Out (2003)']
44038	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
44038	[160028]	[1]	[ 5.]	['Colossus of the Arena (1962)']
44038	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
44038	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
44038	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
44038	[133013]	[1]	[ 5.]	['Temple of the White Elephant (1964)']
44038	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
44038	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
44038	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
44038	[159135]	[1]	[ 5.]	['The Viking (1931)']
44363	[122535]	[1]	[ 5.]	['White Tiger (1996)']
44363	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
44363	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
44363	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
44363	[151989]	[1]	[ 5.]	['The Thorn (1971)']
44363	[138172]	[1]	[ 5.]	['Baseline (2010)']
44363	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
44363	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
44363	[160030]	[1]	[ 5.]	['Goliath and the Sins of Babylon (1963)']
44363	[159123]	[1]	[ 5.]	['Catching Out (2003)']
44363	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
44363	[160028]	[1]	[ 5.]	['Colossus of the Arena (1962)']
44363	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
44363	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
44363	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
44363	[133013]	[1]	[ 5.]	['Temple of the White Elephant (1964)']
44363	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
44363	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
44363	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
44363	[159135]	[1]	[ 5.]	['The Viking (1931)']
44447	[109762]	[1]	[ 5.]	['Black Widow (Dark Beauty) (2008)']
44447	[180839]	[1]	[ 5.]	['Operation Rogue (2014)']
44447	[159048]	[1]	[ 5.]	['One Way Out (2002)']
44447	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
44447	[159050]	[1]	[ 5.]	"[""The Pilot's Wife (2005)""]"
44447	[124903]	[1]	[ 5.]	['Styx (2001)']
44447	[137964]	[1]	[ 5.]	['Casualties (1997)']
44447	[122701]	[1]	[ 5.]	['Love, Cheat & Steal (1993)']
44447	[140014]	[1]	[ 5.]	"[""Brother's Keeper (2013)""]"
44447	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
44447	[116243]	[1]	[ 5.]	['Convicted (1931)']
44447	[171221]	[2]	[ 4.25]	['Isolation (2015)']
44447	[159123]	[1]	[ 5.]	['Catching Out (2003)']
44447	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
44447	[159053]	[1]	[ 5.]	['In Her Line of Fire (2006)']
44447	[142903]	[1]	[ 5.]	['Ricochet (2011)']
44447	[151989]	[1]	[ 5.]	['The Thorn (1971)']
44447	[132124]	[1]	[ 5.]	['Say Nothing (2001)']
44447	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
44447	[159135]	[1]	[ 5.]	['The Viking (1931)']
44454	[182657]	[1]	[ 5.]	['Pale (2016)']
44454	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
44454	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
44454	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
44454	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
44454	[151989]	[1]	[ 5.]	['The Thorn (1971)']
44454	[138172]	[1]	[ 5.]	['Baseline (2010)']
44454	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
44454	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
44454	[159123]	[1]	[ 5.]	['Catching Out (2003)']
44454	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
44454	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
44454	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
44454	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
44454	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
44454	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
44454	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
44454	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
44454	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
44454	[159135]	[1]	[ 5.]	['The Viking (1931)']
44807	[151989]	[1]	[ 5.]	['The Thorn (1971)']
44807	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
44807	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
44807	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
44807	[138172]	[1]	[ 5.]	['Baseline (2010)']
44807	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
44807	[122535]	[1]	[ 5.]	['White Tiger (1996)']
44807	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
44807	[160030]	[1]	[ 5.]	['Goliath and the Sins of Babylon (1963)']
44807	[159123]	[1]	[ 5.]	['Catching Out (2003)']
44807	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
44807	[160028]	[1]	[ 5.]	['Colossus of the Arena (1962)']
44807	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
44807	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
44807	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
44807	[133013]	[1]	[ 5.]	['Temple of the White Elephant (1964)']
44807	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
44807	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
44807	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
44807	[159135]	[1]	[ 5.]	['The Viking (1931)']
45101	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
45101	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
45101	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
45101	[151989]	[1]	[ 5.]	['The Thorn (1971)']
45101	[122535]	[1]	[ 5.]	['White Tiger (1996)']
45101	[169818]	[1]	[ 5.]	['FB: Fighting Beat (2007)']
45101	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
45101	[160030]	[1]	[ 5.]	['Goliath and the Sins of Babylon (1963)']
45101	[159123]	[1]	[ 5.]	['Catching Out (2003)']
45101	[145620]	[1]	[ 5.]	['Samson and the Seven Miracles of the World (1961)']
45101	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
45101	[160028]	[1]	[ 5.]	['Colossus of the Arena (1962)']
45101	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
45101	[169816]	[1]	[ 5.]	['Day of the Panther (1988)']
45101	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
45101	[133013]	[1]	[ 5.]	['Temple of the White Elephant (1964)']
45101	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
45101	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
45101	[147966]	[1]	[ 5.]	"[""Tarzan's Fight for Life (1958)""]"
45101	[159135]	[1]	[ 5.]	['The Viking (1931)']
45259	[182657]	[1]	[ 5.]	['Pale (2016)']
45259	[146489]	[1]	[ 5.]	['Hercules Against the Mongols (1963)']
45259	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
45259	[129223]	[1]	[ 5.]	"[""Tarzan's Savage Fury (1952)""]"
45259	[169820]	[1]	[ 5.]	['To Be the Best (1993)']
45259	[151989]	[1]	[ 5.]	['The Thorn (1971)']
45259	[138172]	[1]	[ 5.]	['Baseline (2010)']
45259	[146487]	[1]	[ 5.]	['Maciste in Hell of Genghis Khan (1964)']
